Bat ID,Bat Species,Date Captured,Site ID,Reproductive Condition,Age,Sex,Forearm Length,Wing Score,Mass (prior resp),Before Fat,Before Lean,Before Free Water,Before Total Water,After Fat,After Lean,After Free Water,After Total Water,Comments
MYVO43,Myotis volans,27/09/2017,LCC,Scrotal,Adult,Male,37.2,1,8.6,2.2,5.64,0.18,5.1,,,,,mean = 14.65; stdev = 0.16
MYVO44,Myotis volans,27/09/2017,LCC,Scrotal,Adult,Male,38.2,1,9.4,2.74,4.68,0,4.04,,,,,mean = 14.65; stdev = 0.16
MYVO45,Myotis volans,27/09/2017,LCC,Scrotal,Adult,Male,38.1,1,8.6,2.41,5.29,0,4.71,,,,,mean = 14.65; stdev = 0.16
MYVO46,Myotis volans,27/09/2017,LCC,Scrotal,Adult,Male,38.6,1,8.2,1.67,5.71,0,4.91,,,,,mean = 14.65; stdev = 0.16
MYVO47,Myotis volans,28/09/2017,LCC,Scrotal,Adult,Male,37.4,1,8.9,2.13,3.94,0,2.85,,,,,mean = 14.58; stdev = 0.11
MYVO48,Myotis volans,28/09/2017,LCC,Non-reproducing,Adult,Male,37.5,1,9.5,2.265,4.425,0.19,3.385,,,,,mean = 14.58; stdev = 0.11
MYVO49,Myotis volans,28/09/2017,LCC,Scrotal,Adult,Male,37.6,1,9.8,2.75,6.13,0.19,5.26,,,,,mean = 14.58; stdev = 0.11
MYVO50,Myotis volans,28/09/2017,LCC,Scrotal,Adult,Male,37.3,1,8,1.7,5.34,0,4.35,,,,,mean = 14.58; stdev = 0.11
MYVO51,Myotis volans,28/09/2017,LCC,Scrotal,Adult,Male,39.1,1,9,1.92,6.2,0,5.19,,,,,mean = 14.58; stdev = 0.11
MYVO52,Myotis volans,28/09/2017,LCC,Scrotal,Adult,Male,39,1,9.9,2.86,4.25,0.07,3.13,,,,,mean = 14.58; stdev = 0.11
MYVO53,Myotis volans,28/09/2017,LCC,Scrotal,Adult,Male,38.3,1,8.7,2.31,5.44,0,3.04,,,,,mean = 14.58; stdev = 0.11
COTO37,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,44.3,1,9,0.48,5.04,0.11,3.98,,,,,mean = 14.65; stdev = 0.15
COTO38,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Male,43.9,2,8.4,0.54,5.69,0.26,3.92,,,,,mean = 14.65; stdev = 0.15
COTO39,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,41.1,0,8.1,0.17,6.9,0.21,4.495,,,,,mean = 14.65; stdev = 0.15
COTO40,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,41.4,1,8.9,0.28,7.21,0.08,3.89,,,,,mean = 14.65; stdev = 0.15
COTO41,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44.7,1,12.3,2.4,8.37,0.02,6.65,,,,,mean = 14.65; stdev = 0.15
COTO42,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44.9,1,11.9,1.89,5.8,0.24,3.99,,,,,mean = 14.65; stdev = 0.15
COTO43,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,42,1,8.5,0.47,4.8,0.13,4.96,,,,,mean = 14.65; stdev = 0.15
COTO44,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Male,43.3,1,8.9,1.75,5.89,0,4.97,,,,,mean = 14.65; stdev = 0.15
COTO45,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Young of the Year,Male,42.8,0,7.5,0.46,5.87,0.01,4.87,,,,,mean = 14.65; stdev = 0.15
COTO46,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Young of the Year,Male,43.9,1,8.3,0.585,3.26,0.085,1.11,,,,,mean = 14.65; stdev = 0.15
COTO47,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.3,1,11.4,1.83,5.26,0,5.1,,,,,mean = 14.65; stdev = 0.15
COTO48,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,42.4,0,8.2,0.445,4.285,0,3.74,,,,,mean = 14.65; stdev = 0.15
COTO49,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.4,1,11.1,1.84,7.86,0.4,6.67,,,,,mean = 14.65; stdev = 0.15
COTO50,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43,1,11.6,2.11,4.25,0,3.65,,,,,mean = 14.65; stdev = 0.15
COTO51,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.4,0,9.7,1.12,6.93,0.44,6.05,,,,,mean = 14.65; stdev = 0.15
COTO52,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.1,1,11,2.15,7.34,0.39,7.08,,,,,mean = 14.65; stdev = 0.15
COTO53,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.3,1,11.8,2.57,7.5,0,7.03,,,,,mean = 14.65; stdev = 0.15
COTO54,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44.4,1,10.2,1.21,3.71,0,3.3,,,,,mean = 14.65; stdev = 0.15
COTO55,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Young of the Year,Male,42.4,1,9.2,1.45,6.21,0,5.91,,,,,mean = 14.65; stdev = 0.15
COTO56,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.1,1,11.4,1.24,4.29,0,3.86,,,,,mean = 14.65; stdev = 0.15
COTO57,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.4,1,11.5,2.41,7.97,0.05,6.83,,,,,mean = 14.65; stdev = 0.15
COTO58,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.8,1,10.4,1.36,5.52,0,5.27,,,,,mean = 14.65; stdev = 0.15
COTO59,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,42.9,1,10.9,1.86,7.95,0,6.75,,,,,mean = 14.65; stdev = 0.15
COTO60,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44.8,1,11,1.49,5.86,0,4.35,,,,,mean = 14.65; stdev = 0.15
COTO61,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44.2,1,10.9,1.78,7.58,0.04,6.24,,,,,mean = 14.65; stdev = 0.15
COTO62,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44,1,9.7,0.94,4.64,0.01,3.96,,,,,mean = 14.65; stdev = 0.15
COTO63,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.9,1,11.2,1.82,7.88,0.03,6.11,,,,,mean = 14.65; stdev = 0.15
COTO64,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.8,1,10.5,1.66,3.49,0,3.83,,,,,mean = 14.65; stdev = 0.15
COTO65,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,43.9,1,10.8,2.04,4,0.03,3.61,,,,,mean = 14.65; stdev = 0.15
COTO66,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,44.9,1,10.8,1.32,4.23,0.13,3.2,,,,,mean = 14.65; stdev = 0.15
COTO67,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,43,0,8.5,0.53,6.65,0,5.56,,,,,mean = 14.65; stdev = 0.15
COTO68,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,42.6,0,9.1,0.29,5.86,0.135,5.02,,,,,mean = 14.65; stdev = 0.15
COTO69,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,44.3,1,8.6,0.48,6.76,0,5.66,,,,,mean = 14.65; stdev = 0.15
COTO70,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.3,1,11.7,2.13,8.15,0.33,6.79,,,,,mean = 14.65; stdev = 0.15
COTO71,Corynorhinus townsendii,2/10/2017,LCUT,Scrotal,Adult,Male,42.3,0,8.8,0.305,4.81,0.405,3.88,,,,,mean = 14.65; stdev = 0.15
COTO72,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.1,1,11,1.59,8.11,0.26,6.96,,,,,mean = 14.65; stdev = 0.15
COTO73,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.2,1,10.6,1.5,7.59,0,6.59,,,,,mean = 14.65; stdev = 0.15
COTO74,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,42.2,1,9.7,1.14,5.01,0,4.42,,,,,mean = 14.65; stdev = 0.15
COTO75,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.2,1,11.5,2.11,6.39,0.07,5.69,,,,,mean = 14.65; stdev = 0.15
COTO76,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,45.3,1,9.7,0.63,7.5,0.03,6.39,,,,,mean = 14.65; stdev = 0.15
COTO77,Corynorhinus townsendii,2/10/2017,LCUT,Non-reproducing,Adult,Female,46.4,1,10.9,1.12,6.15,0.12,4.81,,,,,mean = 14.65; stdev = 0.15
COTO125,Corynorhinus townsendii,7/10/2017,PMM,Non-reproducing,Adult,Female,46.5,0,12.2,2.546666667,4.07,0.04,3.73,,,,,mean = 14.66; stdev = 0.0826
COTO126,Corynorhinus townsendii,7/10/2017,PMM,Non-reproducing,Adult,Female,43.9,0,11,2.396666667,7.116666667,0,6.043333333,,,,,mean = 14.66; stdev = 0.0826
COTO127,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,44.6,0,10.2,0.92,7.77,0.015,6.89,,,,,mean = 14.66; stdev = 0.0826
COTO128,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,43.3,0,9.5,1.12,5.93,0.04,4.96,,,,,mean = 14.66; stdev = 0.0826
COTO129,Corynorhinus townsendii,7/10/2017,PMM,Non-reproducing,Adult,Female,46.1,1,11.9,2.77,7.76,0.02,6.66,,,,,mean = 14.66; stdev = 0.0826
COTO130,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,42.7,0,8.4,0.89,4.3,0,3.77,,,,,mean = 14.66; stdev = 0.0826
COTO131,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,43.4,0,9.2,0.545,5.39,0.125,4.56,,,,,mean = 14.66; stdev = 0.0826
COTO132,Corynorhinus townsendii,7/10/2017,PMM,Non-reproducing,Adult,Female,46.6,0,11.3,2.84,7.45,0,6.36,,,,,mean = 14.66; stdev = 0.0826
COTO133,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,45,0,9.1,0.67,4.71,0,3.99,,,,,mean = 14.66; stdev = 0.0826
COTO134,Corynorhinus townsendii,7/10/2017,PMM,Non-reproducing,Adult,Female,45.4,0,11.8,3.15,7.21,0,6.32,,,,,mean = 14.66; stdev = 0.0826
COTO135,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,42.5,1,8.9,0.98,4.62,0,5.04,,,,,mean = 14.66; stdev = 0.0826
COTO136,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,44.3,1,8.4,0.54,4.53,0.13,4.27,,,,,mean = 14.66; stdev = 0.0826
COTO137,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,45.2,,10.2,1.27,6.04,0,4.8,,,,,mean = 14.66; stdev = 0.0826
COTO138,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,43.3,1,9.3,1.54,6.81,0,6.18,,,,,mean = 14.66; stdev = 0.0826
COTO139,Corynorhinus townsendii,7/10/2017,PMM,Scrotal,Adult,Male,44.6,0,10.4,1.26,5.26,0,4.9,,,,,mean = 14.66; stdev = 0.0826
COTO153,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,43.1,1,8.6,0.63,6.76,0.33,10.16,,,,,mean = 14.75; stdev = 0.124
COTO154,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Young of the Year,Male,42.9,1,8.8,1.4,6.09,0.29,9.39,,,,,mean = 14.75; stdev = 0.124
COTO155,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44.2,1,10.8,1.135,4.085,0.14,7.445,,,,,mean = 14.75; stdev = 0.124
COTO156,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Male,43.7,1,9.5,1.5,6.56,0,9.67,,,,,mean = 14.75; stdev = 0.124
COTO157,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,43.1,1,8.5,0.7,4.87,0,7.97,,,,,mean = 14.75; stdev = 0.124
COTO158,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44,1,9.5,0.92,3.34,0.25,5.34,,,,,mean = 14.75; stdev = 0.124
COTO159,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44.4,1,10.5,1.06,7.76,0,11.4,,,,,mean = 14.75; stdev = 0.124
COTO160,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Young of the Year,Male,43.1,0,7.7,0.39,2.76,0,4.04,,,,,mean = 14.75; stdev = 0.124
COTO161,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44.4,1,9.9,1.06,2.15,0.69,4.05,,,,,mean = 14.75; stdev = 0.124
COTO162,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,45.1,2,12.3,2.09,3.53,0,6.11,,,,,mean = 14.75; stdev = 0.124
COTO163,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44.3,1,9.4,0.41,7.53,0,12.11,,,,,mean = 14.75; stdev = 0.124
COTO165,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,45.1,1,9.8,0.6,4.01,0,5.2,,,,,mean = 14.75; stdev = 0.124
COTO166,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,45.1,1,8.9,0.91,6.66,0.19,10.27,,,,,mean = 14.75; stdev = 0.124
COTO167,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44.7,1,9.8,1.2,4.81,0.5,7.26,,,,,mean = 14.75; stdev = 0.124
COTO169,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Male,43.7,1,8.7,1.08,6.52,0.04,11.91,,,,,mean = 14.75; stdev = 0.124
COTO170,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,46.1,1,11.6,1.31,5.38,0,8.06,,,,,mean = 14.75; stdev = 0.124
COTO171,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44,1,11.5,1.63,4.29,0.3,6.17,,,,,mean = 14.75; stdev = 0.124
COTO172,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Young of the Year,Male,43.2,0,8.2,0.41,6.53,0,11.02,,,,,mean = 14.75; stdev = 0.124
COTO173,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,42.8,1,9.4,0.71,7.41,0.28,11.47,,,,,mean = 14.75; stdev = 0.124
COTO174,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,45.5,1,9.3,1.46,6.64,0,11.06,,,,,mean = 14.75; stdev = 0.124
COTO175,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,41.6,1,8.7,1.24,2.75,0.15,5.6,,,,,mean = 14.75; stdev = 0.124
COTO176,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,41.5,1,8.2,0.67,6.37,0.12,4.71,,,,,mean = 14.75; stdev = 0.124
COTO177,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Young of the Year,Male,43.8,1,9.9,1.34,3.67,0.23,3,,,,,mean = 14.75; stdev = 0.124
COTO178,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,42,1,8.7,0.77,6.78,0.19,5.94,,,,,mean = 14.75; stdev = 0.124
COTO179,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,42.6,1,8,0.33,4.7,0.16,4.3,,,,,mean = 14.75; stdev = 0.124
COTO180,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Young of the Year,Female,44.7,1,8.8,0.72,6.97,0.14,6.18,,,,,mean = 14.75; stdev = 0.124
COTO181,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44.5,1,11.8,1.93,5.45,0,5.02,,,,,mean = 14.75; stdev = 0.124
COTO182,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,44,1,11,2.28,7.39,0.05,6.73,,,,,mean = 14.75; stdev = 0.124
COTO183,Corynorhinus townsendii,11/10/2017,LCUT,Non-reproducing,Adult,Female,43.3,1,11.1,2.03,6.13,0,5.27,,,,,mean = 14.75; stdev = 0.124
COTO184,Corynorhinus townsendii,11/10/2017,LCUT,Scrotal,Adult,Male,43.5,1,8.7,0.77,6.81,0.14,5.99,,,,,mean = 14.75; stdev = 0.124
COTO185,Corynorhinus townsendii,13/10/2017,DOX,Non-reproducing,Adult,Female,43.9,1,10.7,2.08,5.68,0.4,12.95,,,,,mean = 14.59; stdev = 0.029
MYCI24,Myotis ciliolabrum,11/10/2017,LCUT,Non-reproducing,Adult,Male,33.6,0,6.1,1.39,2.93,0.05,4.12,,,,,mean = 14.75; stdev = 0.124
EPFU6,Eptesicus fuscus,11/10/2017,LCUT,Scrotal,Adult,Male,47.9,1,18.9,3.1775,1.8625,0.025,3.03,,,,,mean = 14.75; stdev = 0.124
MYLU98,Myotis lucifugus,11/10/2017,LCUT,Scrotal,Adult,Male,35.2,1,5.5,0.34,4.45,0.21,6.8,,,,,mean = 14.75; stdev = 0.124
MYVE31,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,47.1,1,14.4,2.62,6.01,0.22,10.76,,,,,mean = 14.59; stdev = 0.029
MYVE32,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.2,1,13.5,2.41,6.04,0,12.12,,,,,mean = 14.59; stdev = 0.029
MYVE33,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.5,1,12.1,0.84,6.54,0.03,11.45,,,,,mean = 14.59; stdev = 0.029
MYVE34,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.6,1,11.9,0.74,5.88,0,9.93,,,,,mean = 14.59; stdev = 0.029
MYVE35,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.9,1,12.7,1.41,6.74,0.19,11.75,,,,,mean = 14.59; stdev = 0.029
MYVE36,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,41.2,1,12.2,0.86,5.88,0.25,9.95,,,,,mean = 14.59; stdev = 0.029
MYVE37,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.1,1,12.8,1.67,5.96,0.15,10.48,,,,,mean = 14.59; stdev = 0.029
MYVE38,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,46.2,1,12.8,1.37,6.31,0,11.32,,,,,mean = 14.59; stdev = 0.029
MYVE39,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.8,1,15.3,2.76,7.26,0.03,13.7,,,,,mean = 14.59; stdev = 0.029
MYVE40,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.5,3,14,2.76,5.88,0,10.85,,,,,mean = 14.59; stdev = 0.029
MYVE41,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.4,1,16.8,4.01,6.76,0.07,11.73,,,,,mean = 14.59; stdev = 0.029
MYVE42,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,45.3,2,13.9,2.03,6.61,0.02,11.9,,,,,mean = 14.59; stdev = 0.029
MYVE43,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,43.5,1,14,2.07,7.19,0.09,11.5,,,,,mean = 14.59; stdev = 0.029
MYVE44,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.6,1,13.6,2.66,6.7,0.12,12.4,,,,,mean = 14.59; stdev = 0.029
MYVE45,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.4,1,14.5,2.44,7.23,0.11,12.41,,,,,mean = 14.59; stdev = 0.029
MYVE46,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.8,1,16.2,3.1,6.48,0.06,11.65,,,,,mean = 14.59; stdev = 0.029
MYVE47,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,43.6,1,14.4,3.42,5.59,0,9.74,,,,,mean = 14.59; stdev = 0.029
MYVE48,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,45.2,1,16.3,4.02,6.42,0.08,11.42,,,,,mean = 14.59; stdev = 0.029
MYVE49,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,43,1,15.6,2.69,7.27,0.26,12.53,,,,,mean = 14.59; stdev = 0.029
MYVE50,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.6,1,13.7,2.74,6.52,0.06,11.64,,,,,mean = 14.59; stdev = 0.029
MYVE51,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,45.8,1,15,3.21,6.79,0.06,12.45,,,,,mean = 14.59; stdev = 0.029
MYVE52,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,43.6,2,14.3,2.66,7.18,0.1,12.59,,,,,mean = 14.59; stdev = 0.029
MYVE53,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,45,1,14.8,2.95,7.21,0.07,13.14,,,,,mean = 14.59; stdev = 0.029
MYVE54,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,43.4,1,13.7,2.55,7.37,0,13.46,,,,,mean = 14.59; stdev = 0.029
MYVE55,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,45.2,1,13.8,2.35,6.76,0,11.75,,,,,mean = 14.59; stdev = 0.029
MYVE56,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.1,1,12.4,2.3,6.22,0.07,10.8,,,,,mean = 14.59; stdev = 0.029
MYVE57,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,43.4,1,15,2.34,7.1,0.29,12.62,,,,,mean = 14.59; stdev = 0.029
MYVE58,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,45.3,1,16.4,3.55,5.04,0.08,9.5,,,,,mean = 14.59; stdev = 0.029
MYVE59,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.5,1,13.8,2.42,6.97,0.13,12.41,,,,,mean = 14.59; stdev = 0.029
MYVE60,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.3,1,13.3,1.39,8.205,0,14.545,,,,,mean = 14.59; stdev = 0.029
MYVE61,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.2,1,13.5,2.93,7.23,0.01,13.73,,,,,mean = 14.59; stdev = 0.029
MYVE62,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.3,1,13.8,2.16,7.5,0.04,6.24,,,,,mean = 14.59; stdev = 0.029
MYVE63,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,46.6,1,17.2,3.94,7.13,0.12,5.87,,,,,mean = 14.59; stdev = 0.029
MYVE64,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.7,1,15.2,1.24,1.83,0,0,,,,,mean = 14.59; stdev = 0.029
MYVE65,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,45.8,1,16,3.07,5.25,0,4.71,,,,,mean = 14.59; stdev = 0.029
MYVE66,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,44.6,1,15,2.79,6.69,0.07,5.72,,,,,mean = 14.59; stdev = 0.029
MYVE67,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.9,1,15.3,2.4,4.09,0,6.24,,,,,mean = 14.59; stdev = 0.029
MYVE68,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.3,1,15.4,3.23,7.45,0.09,6.27,,,,,mean = 14.59; stdev = 0.029
MYVE69,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.5,1,16.5,2.06,1.8,0.07,4.05,,,,,mean = 14.59; stdev = 0.029
MYVE70,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,46.6,0,16.5,2.5,3.27,0.05,3.47,,,,,mean = 14.59; stdev = 0.029
MYVE71,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,46.3,1,16.1,2.94,7.17,0.02,6.01,,,,,mean = 14.59; stdev = 0.029
MYVE72,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,36.6,1,14.5,2.63,6.67,0.04,5.7,,,,,mean = 14.59; stdev = 0.029
MYVE73,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.4,1,16.9,3.58,6.7,0.03,5.38,,,,,mean = 14.59; stdev = 0.029
MYVE74,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,44.4,1,13.9,2.21,6.53,0,5.34,,,,,mean = 14.59; stdev = 0.029
MYVE75,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,43.8,1,15.9,3.34,7.33,0,6.08,,,,,mean = 14.59; stdev = 0.029
MYVE76,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,42.4,1,13.2,2.12,7.67,0.03,6.73,,,,,mean = 14.59; stdev = 0.029
MYVE77,Myotis velifer,29/10/2017,SLL,Scrotal,Adult,Male,43.4,1,17.2,4.1,7.63,0,6.61,,,,,mean = 14.59; stdev = 0.029
MYVE78,Myotis velifer,29/10/2017,SLL,Non-reproducing,Adult,Female,43.1,1,15.5,2.58,7.08,0.12,5.85,,,,,mean = 14.59; stdev = 0.029
MYVE79,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,45.3,2,15,2.81,7.5,0.08,6.35,,,,,mean = 14.56; stdev = 0.023
MYVE80,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,44,1,15.9,3.34,6.14,0.04,4.99,,,,,mean = 14.56; stdev = 0.023
MYVE81,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,43.5,1,15.3,3.23,6.28,0.12,5.04,,,,,mean = 14.56; stdev = 0.023
MYVE82,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,44.4,1,14.6,2.94,6.71,0,5.8,,,,,mean = 14.56; stdev = 0.023
MYVE83,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,45,1,15,3.08,6.21,0.13,5.18,,,,,mean = 14.56; stdev = 0.023
MYVE84,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,46.2,1,16.6,4.26,7.16,0,5.86,,,,,mean = 14.56; stdev = 0.023
MYVE85,Myotis velifer,30/10/2017,SLL,Scrotal,Adult,Male,43.2,1,14.6,3.41,6.71,0,1.52,,,,,mean = 14.56; stdev = 0.023
MYVE86,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,44.5,1,14.3,2.96,6.63,0.08,5.75,,,,,mean = 14.56; stdev = 0.023
MYVE87,Myotis velifer,30/10/2017,SLL,Non-reproducing,Adult,Female,45.6,1,15.3,3.23,6.98,0,5.64,,,,,mean = 14.56; stdev = 0.023
MYVE88,Myotis velifer,30/10/2017,SLL,Scrotal,Adult,Male,43,1,13.4,2.91,7.06,0.06,5.83,,,,,mean = 14.56; stdev = 0.023
