Bat ID,Bat Species,Alpha Code,Date Captured,Season,Site ID,Site Name,Sex,Age,Reproductive Condition,Wing Score,Forearm Length,Mass (prior resp),Fat,Lean,FreeWater,TotalWater,Before/After Respirometry,Suspect,Comments
COTO41,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.7,12.3,2.4,8.37,0.02,6.65,Before,0,mean = 14.65; stdev = 0.15
COTO42,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.9,11.9,1.89,5.8,0.24,3.99,Before,0,mean = 14.65; stdev = 0.15
COTO43,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,42,8.5,0.47,4.8,0.13,4.96,Before,0,mean = 14.65; stdev = 0.15
COTO44,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Non-reproducing,1,43.3,8.9,1.75,5.89,0,4.97,Before,0,mean = 14.65; stdev = 0.15
COTO45,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,0,42.8,7.5,0.46,5.87,0.01,4.87,Before,0,mean = 14.65; stdev = 0.15
COTO46,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,1,43.9,8.3,0.25,3.85,0,2.22,Before,0,mean = 14.65; stdev = 0.15
COTO46,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,1,43.9,8.3,0.92,2.67,0.17,0,Before,0,mean = 14.65; stdev = 0.15
COTO47,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.3,11.4,1.83,5.26,0,5.1,Before,0,mean = 14.65; stdev = 0.15
COTO48,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,42.4,8.2,0.49,4.14,0,2.59,Before,0,mean = 14.65; stdev = 0.15
COTO48,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,42.4,8.2,0.4,4.43,0,4.89,Before,0,mean = 14.65; stdev = 0.15
COTO49,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.4,11.1,1.84,7.86,0.4,6.67,Before,0,mean = 14.65; stdev = 0.15
COTO50,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43,11.6,2.11,4.25,0,3.65,Before,0,mean = 14.65; stdev = 0.15
COTO51,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,0,45.4,9.7,1.12,6.93,0.44,6.05,Before,0,mean = 14.65; stdev = 0.15
COTO52,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.1,11,2.15,7.34,0.39,7.08,Before,0,mean = 14.65; stdev = 0.15
COTO53,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.3,11.8,2.57,7.5,0,7.03,Before,0,mean = 14.65; stdev = 0.15
COTO54,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.4,10.2,1.21,3.71,0,3.3,Before,0,mean = 14.65; stdev = 0.15
COTO55,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Young of the Year,Non-reproducing,1,42.4,9.2,1.45,6.21,0,5.91,Before,0,mean = 14.65; stdev = 0.15
COTO56,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.1,11.4,1.24,4.29,0,3.86,Before,0,mean = 14.65; stdev = 0.15
COTO57,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.4,11.5,2.41,7.97,0.05,6.83,Before,0,mean = 14.65; stdev = 0.15
COTO58,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.8,10.4,1.36,5.52,0,5.27,Before,0,mean = 14.65; stdev = 0.15
COTO59,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,42.9,10.9,1.86,7.95,0,6.75,Before,0,mean = 14.65; stdev = 0.15
COTO60,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.8,11,1.49,5.86,0,4.35,Before,0,mean = 14.65; stdev = 0.15
COTO61,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.2,10.9,1.78,7.58,0.04,6.24,Before,0,mean = 14.65; stdev = 0.15
COTO62,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44,9.7,0.94,4.64,0.01,3.96,Before,0,mean = 14.65; stdev = 0.15
COTO63,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.9,11.2,1.82,7.88,0.03,6.11,Before,0,mean = 14.65; stdev = 0.15
COTO64,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.8,10.5,1.66,3.49,0,3.83,Before,0,mean = 14.65; stdev = 0.15
COTO65,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,43.9,10.8,2.04,4,0.03,3.61,Before,0,mean = 14.65; stdev = 0.15
COTO66,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,44.9,10.8,1.32,4.23,0.13,3.2,Before,0,mean = 14.65; stdev = 0.15
COTO67,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,43,8.5,0.53,6.65,0,5.56,Before,0,mean = 14.65; stdev = 0.15
COTO68,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,42.6,9.1,0.2,5.74,0.24,4.79,Before,0,mean = 14.65; stdev = 0.15
COTO68,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,42.6,9.1,0.38,5.98,0.03,5.25,Before,0,mean = 14.65; stdev = 0.15
COTO69,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,44.3,8.6,0.48,6.76,0,5.66,Before,0,mean = 14.65; stdev = 0.15
COTO7,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,1,45.3,9.5,1.16,3.61,0,3.5,Before,0,
COTO70,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.3,11.7,2.13,8.15,0.33,6.79,Before,0,mean = 14.65; stdev = 0.15
COTO71,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,42.3,8.8,0.32,4.72,0.12,4.02,Before,0,mean = 14.65; stdev = 0.15
COTO71,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,0,42.3,8.8,0.29,4.9,0.69,3.74,Before,0,mean = 14.65; stdev = 0.15
COTO72,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.1,11,1.59,8.11,0.26,6.96,Before,0,mean = 14.65; stdev = 0.15
COTO73,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.2,10.6,1.5,7.59,0,6.59,Before,0,mean = 14.65; stdev = 0.15
COTO74,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,42.2,9.7,1.14,5.01,0,4.42,Before,0,mean = 14.65; stdev = 0.15
COTO75,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.2,11.5,2.11,6.39,0.07,5.69,Before,0,mean = 14.65; stdev = 0.15
COTO76,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,45.3,9.7,0.63,7.5,0.03,6.39,Before,0,mean = 14.65; stdev = 0.15
COTO77,Corynorhinus townsendii,COTO,10/2/2017,Fall,LCUT,Logan Cave,Female,Adult,Non-reproducing,1,46.4,10.9,1.12,6.15,0.12,4.81,Before,0,mean = 14.65; stdev = 0.15
COTO8,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Female,Adult,Non-reproducing,1,44.6,9.7,0.88,3.93,0.04,3.95,Before,0,
COTO9,Corynorhinus townsendii,COTO,2/7/2017,Winter,DOX,Paradox Mine,Male,Adult,Non-reproducing,0,42.3,10.2,0.82,3.08,0.08,3,Before,0,
EPFU1,Eptesicus fuscus,EPFU,2/14/2017,Winter,ODW,Old Dry Wolf,Male,Adult,Non-reproducing,1,45.3,10,1.03,5.36,0.06,5.52,Before,0,
EPFU2,Eptesicus fuscus,EPFU,2/14/2017,Winter,ODW,Old Dry Wolf,Male,Adult,Non-reproducing,1,47,14.9,1.25,4.68,0.11,3.89,Before,0,
EPFU4,Eptesicus fuscus,EPFU,2/14/2017,Winter,ODW,Old Dry Wolf,Male,Adult,Non-reproducing,1,47.8,14.7,1.04,2.27,0,2.06,Before,0,
EPFU5,Eptesicus fuscus,EPFU,2/14/2017,Winter,ODW,Old Dry Wolf,Male,Adult,Non-reproducing,1,47.8,15.3,1.49,4.25,0.2,4.31,Before,0,
EPFU6,Eptesicus fuscus,EPFU,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,47.9,18.9,2.67,0.96,0,1.42,Before,0,mean = 14.75; stdev = 0.124
EPFU6,Eptesicus fuscus,EPFU,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,47.9,18.9,3.91,2.57,0.05,2.46,Before,0,mean = 14.75; stdev = 0.124
EPFU6,Eptesicus fuscus,EPFU,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,47.9,18.9,2.59,1.02,0,2.47,Before,0,mean = 14.75; stdev = 0.124
EPFU6,Eptesicus fuscus,EPFU,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Scrotal,1,47.9,18.9,3.54,2.9,0.05,5.77,Before,0,mean = 14.75; stdev = 0.124
EPFU8,Eptesicus fuscus,EPFU,2/13/2018,Winter,ODW,Old Dry Wolf,Male,Adult,Unknown,1,44.5,14.1,6.19,4.67,0.06,4.73,Before,0,mean = 14.59; stdev = 0.029
MYCI1,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Non-reproducing,0,33.4,5.5,1.23,2.63,0,2.23,Before,0,mean = 14.66; stdev = 0.0826
MYCI1,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Non-reproducing,0,33.4,5.5,1.18,2.72,0,2.33,Before,0,mean = 14.66; stdev = 0.0826
MYCI10,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,32.5,6.2,1.83,2.74,0.08,2.24,Before,0,mean = 14.66; stdev = 0.0826
MYCI11,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31,5.8,1.88,3.29,0,2.87,Before,0,mean = 14.66; stdev = 0.0826
MYCI12,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,34.2,5.9,1.7,3.59,0,3.12,Before,0,mean = 14.66; stdev = 0.0826
MYCI13,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,0,34.9,6.2,1.36,1.83,0.09,1.73,Before,0,mean = 14.66; stdev = 0.0826
MYCI14,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31.2,5.7,1.5,2.44,0,2.25,Before,0,mean = 14.66; stdev = 0.0826
MYCI15,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,34.1,6.1,1.64,3.61,0,3.55,Before,0,mean = 14.66; stdev = 0.0826
MYCI16,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,33.2,6.1,2.04,3.39,0,2.25,Before,0,mean = 14.66; stdev = 0.0826
MYCI17,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,32.9,5.7,1.46,2.69,0,2.34,Before,0,mean = 14.66; stdev = 0.0826
MYCI18,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,33.7,6.1,1.64,3.74,0,3.02,Before,0,mean = 14.66; stdev = 0.0826
MYCI19,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,32.7,6.1,1.82,3.81,0,3.13,Before,0,mean = 14.66; stdev = 0.0826
MYCI2,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,33.1,5.6,1.67,3.37,0,0,Before,0,mean = 14.66; stdev = 0.0826
MYCI20,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,32.7,6.1,1.78,3.56,0,3.46,Before,0,mean = 14.66; stdev = 0.0826
MYCI21,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Female,Adult,Non-reproducing,1,34.9,5.8,1.28,3.8,0.12,1.96,Before,0,mean = 14.66; stdev = 0.0826
MYCI22,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,32.4,5.2,1.21,2.45,0.02,1.91,Before,0,mean = 14.66; stdev = 0.0826
MYCI23,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,1,32.7,5.6,1.8,3.39,0,3.11,Before,0,mean = 14.66; stdev = 0.0826
MYCI24,Myotis ciliolabrum,MYCI,10/11/2017,Fall,LCUT,Logan Cave,Male,Adult,Non-reproducing,0,33.6,6.1,1.39,2.93,0.05,4.12,Before,0,mean = 14.75; stdev = 0.124
MYCI26,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,34.4,5.2,0.65,4.04,0,5.48,Before,0,mean = 14.68; stdev = 0.19
MYCI27,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,33.2,5.6,0.82,4.09,0,6.66,Before,0,mean = 14.68; stdev = 0.22
MYCI28,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,32.1,4.6,0.87,2.32,0.04,9.52,Before,0,mean = 14.68; stdev = 0.37
MYCI29,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,35.1,4.8,0.48,3.58,0,7.98,Before,0,mean = 14.68; stdev = 0.36
MYCI3,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31.8,5.7,1.37,3.02,0.16,2.61,Before,0,mean = 14.66; stdev = 0.0826
MYCI30,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,32.5,4.4,0.86,1.91,0.69,4.2,Before,0,mean = 14.68; stdev = 0.18
MYCI31,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,33.1,5.1,0.81,3.77,0,8.47,Before,0,mean = 14.68; stdev = 0.17
MYCI32,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,34.5,4.7,0.48,2.95,0.49,5.15,Before,0,mean = 14.68; stdev = 0.32
MYCI33,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,0,34.7,4.9,0.94,2.79,0.5,3.07,Before,0,mean = 14.68; stdev = 0.23
MYCI34,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,32.9,4.8,0.71,3.61,0.89,3.92,Before,0,mean = 14.68; stdev = 0.33
MYCI35,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Female,Adult,Unknown,1,34.4,4.7,0.5,3.63,0.09,8.27,Before,0,mean = 14.68; stdev = 0.31
MYCI36,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,1,32.9,4.5,0.82,2.9,0.13,0,Before,0,mean = 14.68; stdev = 0.21
MYCI37,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,1,32.8,4.1,0.52,2.98,0,5.66,Before,0,mean = 14.68; stdev = 0.35
MYCI38,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,0,31.7,4.1,0.32,2.88,1.08,3.04,Before,0,mean = 14.68; stdev = 0.34
MYCI39,Myotis ciliolabrum,MYCI,2/1/2018,Winter,BCM,Big Chief Mine,Male,Adult,Unknown,1,31.4,4.3,0.95,1.91,0,3.87,Before,0,mean = 14.68; stdev = 0.20
MYCI4,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31.6,5.7,1.43,3.26,0,3.16,Before,0,mean = 14.66; stdev = 0.0826
MYCI5,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31.3,5.7,1.47,3,0.04,2.58,Before,0,mean = 14.66; stdev = 0.0826
MYCI6,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31.7,5.6,1.74,3.15,0.21,2.75,Before,0,mean = 14.66; stdev = 0.0826
MYCI7,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,31.1,5.7,1.6,2.49,0.17,2.68,Before,0,mean = 14.66; stdev = 0.0826
MYCI8,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,33.8,5.5,0.85,2.18,0,2.25,Before,0,mean = 14.66; stdev = 0.0826
MYCI9,Myotis ciliolabrum,MYCI,10/7/2017,Fall,PMM,Piermont Mine,Male,Adult,Scrotal,0,33.9,5.8,1.63,3.34,0,2.98,Before,0,mean = 14.66; stdev = 0.0826
MYEV1,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.9,7.3,0.81,5.29,0.04,4.65,Before,0,mean= 14.6; stdev = 0.11
MYEV10,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.3,7.8,2.14,4.44,0.47,3.28,Before,0,mean= 14.6; stdev = 0.11
MYEV100,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.7,8.3,2.27,3.53,0,0.94,Before,0,mean = 14.58; stdev = 0.11
MYEV101,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.6,8,1.49,3.74,0,2.92,Before,0,mean = 14.58; stdev = 0.11
MYEV102,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.6,7.8,2.15,4.75,0.01,4.14,Before,0,mean = 14.58; stdev = 0.11
MYEV103,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Young of the Year,Non-reproducing,1,36.1,7.2,2.41,4.06,0.06,1.81,Before,0,mean = 14.58; stdev = 0.11
MYEV104,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,39.1,8.1,2.13,3.65,0.15,3.24,Before,0,mean = 14.58; stdev = 0.11
MYEV105,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.4,7.5,1.68,3.92,0,2.99,Before,0,mean = 14.58; stdev = 0.11
MYEV106,Myotis evotis,MYEV,9/28/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,39.4,8.2,1.98,2.89,0.15,2.32,Before,0,mean = 14.58; stdev = 0.11
MYEV11,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.9,7.5,1.24,3.24,0,3.33,Before,0,mean= 14.6; stdev = 0.11
MYEV12,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.4,6.9,1.2,4.81,0.08,4.56,Before,0,mean= 14.6; stdev = 0.11
MYEV13,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.8,7.8,1.26,2.6,0,1.92,Before,0,mean= 14.6; stdev = 0.11
MYEV13,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37.8,7.8,1.07,2.41,1.29,2.08,Before,0,mean= 14.6; stdev = 0.11
MYEV14,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.5,6.8,0.86,4.69,0.03,4.17,Before,0,mean= 14.6; stdev = 0.11
MYEV15,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,2,39.5,7.8,1.46,3.44,0,2.23,Before,0,mean= 14.6; stdev = 0.11
MYEV16,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,39.5,8.3,1.96,5.1,0.2,4.4,Before,0,mean= 14.6; stdev = 0.11
MYEV17,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.3,7.1,0.92,3.21,0.9,2.75,Before,0,mean= 14.6; stdev = 0.11
MYEV17,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.3,7.1,1.23,2.97,0,3.21,Before,0,mean= 14.6; stdev = 0.11
MYEV18,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,35.5,7.5,2.09,4.32,0.12,3.93,Before,0,mean= 14.6; stdev = 0.11
MYEV19,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38,7.8,1.37,4.38,0,3.76,Before,0,mean= 14.6; stdev = 0.11
MYEV2,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,38.5,7.3,1.18,2.9,0.12,3.09,Before,0,mean= 14.6; stdev = 0.11
MYEV20,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,39,8,2.38,4.36,5.21,0,Before,0,mean= 14.6; stdev = 0.11
MYEV21,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.9,6.6,0.66,3.35,0,3.28,Before,0,mean= 14.6; stdev = 0.11
MYEV22,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.5,7.9,2.08,4.86,5.04,2.84,Before,0,mean= 14.6; stdev = 0.11
MYEV23,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.3,7.5,1.3,2.55,0.28,2.23,Before,0,mean= 14.6; stdev = 0.11
MYEV23,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.3,7.5,1.33,2.62,0,2.2,Before,0,mean= 14.6; stdev = 0.11
MYEV24,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,36.7,8,2.32,4.67,0,0,Before,0,mean= 14.6; stdev = 0.11
MYEV25,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37,7.8,1.49,2.06,0.14,3.3,Before,0,mean= 14.6; stdev = 0.11
MYEV25,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37,7.8,1.75,3.23,0.16,2.91,Before,0,mean= 14.6; stdev = 0.11
MYEV25,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,37,7.8,1.62,3.34,0.23,2.88,Before,0,mean= 14.6; stdev = 0.11
MYEV26,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.5,8.1,2.42,4.65,0.37,3.83,Before,0,mean= 14.6; stdev = 0.11
MYEV27,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.8,7.5,1.03,2.28,0,0,Before,0,mean= 14.6; stdev = 0.11
MYEV27,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,38.8,7.5,0.74,4.72,0.36,3.13,Before,0,mean= 14.6; stdev = 0.11
MYEV28,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,37.2,6.2,0.89,4.25,0,3.62,Before,0,mean= 14.6; stdev = 0.11
MYEV29,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,0,38.5,8,1.95,2.84,0,2.16,Before,0,mean= 14.6; stdev = 0.11
MYEV3,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Female,Adult,Non-reproducing,1,39.5,7.4,1.77,4.53,0.32,3.82,Before,0,mean= 14.6; stdev = 0.11
MYEV30,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.6,7.7,2.38,4.49,0.11,3.99,Before,0,mean= 14.6; stdev = 0.11
MYEV31,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,1,38.2,6,0.77,4.56,0,3.99,Before,0,mean= 14.6; stdev = 0.11
MYEV4,Myotis evotis,MYEV,9/18/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Non-reproducing,0,38.5,7.1,1.45,2.9,0,2.67,Before,0,mean= 14.6; stdev = 0.11
MYEV47,Myotis evotis,MYEV,9/27/2017,Fall,LCC,Lick Creek Cave,Male,Adult,Scrotal,1,40.1,8.7,2.87,4.74,0,4.22,Before,0,mean = 14.65; stdev = 0.16
